Time_sat;heightBB_med;topBB_med;botBB_med;#pxl;heightBB_std;heightClutterFree_mean;heightClutterFree_med;heightClutterFree_std
2020-03-12 22:04:48;2403.0005;2713.2446126648747;2118.2564922040897;101;81.96684353376254;2352.899658581755;2220.8373777498964;819.2713505202802
